ID,CDdotproduct
BAYLORJH035_FOV1_2021_12_09_2022_02_15, -0.031505808182398135
BAYLORJH035_FOV1_2022_02_24_2022_05_23, -0.12503116212547535
BAYLORJH035_FOV4_2021_12_15_2022_02_18, 0.1495106848059658
BAYLORJH116_FOV1_2022_10_01_2022_10_27, 0.7556290205332891
BAYLORJH118_FOV1_2022_09_29_2022_10_26, 0.5125595647672232
BAYLORJH118_FOV1_2022_10_26_2022_11_27, 0.5795358774598612
BAYLORJH118_FOV2_2022_09_30_2022_10_27, 0.04935367063909072
BAYLORJH118_FOV2_2022_10_27_2022_11_28, 0.5092883271461869
BAYLORJH118_FOV3_2022_10_01_2022_10_28, 0.3006854883883707
BAYLORJH118_FOV3_2022_10_28_2022_11_29, 0.6073217534012819
BAYLORJH118_FOV4_2022_10_03_2022_10_29, 0.7353322390476515
BAYLORJH118_FOV4_2022_10_29_2022_11_30, 0.7583633433583284
BAYLORJH118_FOV5_2022_10_05_2022_10_30, 0.7104401569684301
BAYLORJH118_FOV5_2022_10_30_2022_12_01, 0.7709856708952549
BAYLORJH122_FOV1_2022_09_29_2022_10_20, -0.1349954582565086
BAYLORJH122_FOV1_2022_09_29_2022_11_27, -0.11184155402731003
BAYLORJH122_FOV1_2022_10_20_2022_11_08, -0.06948998589154771
BAYLORJH122_FOV1_2022_11_08_2022_11_27, -0.25020529117424317
BAYLORJH122_FOV2_2022_09_30_2022_10_21, -0.11665945001551563
BAYLORJH122_FOV2_2022_10_21_2022_11_01, 0.12117828455920884
BAYLORJH122_FOV2_2022_11_01_2022_11_28, -0.025867394622918573
BAYLORJH122_FOV3_2022_10_01_2022_10_19, -0.3422441276329089
BAYLORJH122_FOV3_2022_10_19_2022_11_05, -0.06938773608297823
BAYLORJH122_FOV4_2022_10_02_2022_10_18, 0.27211308877391255
BAYLORJH122_FOV4_2022_10_18_2022_11_07, 0.2019289118399283
BAYLORJH122_FOV7_2022_10_03_2022_10_22, 0.21466502549404406
BAYLORJH123_FOV1_2022_10_01_2022_11_07, -0.6033788061586524
BAYLORJH123_FOV1_2022_11_07_2022_12_04, -0.5879518024102738
BAYLORJH123_FOV2_2022_10_02_2022_11_08, -0.5308835546206897
BAYLORJH123_FOV2_2022_11_08_2022_12_05, -0.6572212189240212
BAYLORJH123_FOV3_2022_10_03_2022_11_09, -0.5086655392938105
BAYLORJH123_FOV3_2022_11_09_2022_12_06, -0.5230150782153874
BAYLORJH130_FOV11_2023_04_07_2023_04_27, -0.5315520338849341
BAYLORJH130_FOV11_2023_04_27_2023_06_07, -0.2941219696444188
BAYLORJH130_FOV12_2023_04_08_2023_04_28, 0.27380810846850206
BAYLORJH130_FOV12_2023_04_28_2023_06_17, 0.21878034358034534
BAYLORJH130_FOV13_2023_04_09_2023_04_29, -0.47169999379220334
BAYLORJH130_FOV13_2023_04_29_2023_06_09, -0.07290327993709611
BAYLORJH130_FOV13_2023_06_09_2023_07_15, -0.21052957090089763
BAYLORJH130_FOV14_2023_04_10_2023_04_26, -0.11080392264036731
BAYLORJH130_FOV14_2023_04_26_2023_06_08, 0.028064317626604243
BAYLORJH130_FOV14_2023_06_08_2023_07_13, -0.16345571198385545
BAYLORJH134_FOV11_2023_04_11_2023_04_30, -0.4010606644521811
BAYLORJH134_FOV11_2023_04_30_2023_06_08, -0.45961147057890595
BAYLORJH134_FOV11_2023_06_08_2023_06_30, -0.6297215164027449
BAYLORJH134_FOV13_2023_04_13_2023_04_29, -0.5658210667059443
BAYLORJH134_FOV13_2023_04_29_2023_06_01, -0.5699396132802719
BAYLORJH134_FOV13_2023_06_01_2023_07_02, -0.48102934347730547
BAYLORJH158_FOV1_2023_04_28_2023_06_08, 0.15493184518909223
BAYLORJH158_FOV2_2023_04_29_2023_06_01, 0.5332878027521196
BAYLORJH158_FOV3_2023_04_30_2023_06_02, -0.017798074195235727
BAYLORJH158_FOV4_2023_05_01_2023_06_09, 0.7231880243998831
BAYLORJH159_FOV1_2023_04_27_2023_06_07, -0.4390677296879457
BAYLORJH159_FOV4_2023_04_25_2023_06_09, 0.27951926072323097
BAYLORJH159_FOV5_2023_04_29_2023_06_08, -0.33370210609582396
BAYLORJH176_FOV2_2023_08_11_2023_09_12, -0.07495989952944958
BAYLORJH176_FOV3_2023_08_12_2023_09_14, -0.03186360113555524
BAYLORJH176_FOV5_2023_08_14_2023_09_15, -0.46094201501949983
